learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
285,35,kinesthetic,Master topic,87,0.93,Fast,40,16,6,880,Video,23,Average,Hard,2
286,11,visual,Master topic,212,0.56,Moderate,22,13,6,671,Text,83,Good,Intermediate,11
287,58,visual,Master topic,290,0.25,Slow,11,12,7,889,Quiz,91,Poor,Intermediate,11
288,21,visual,Master topic,184,0.59,Slow,22,8,4,884,Video,60,Poor,Easy,13
289,25,auditory,Master topic,161,0.69,Slow,30,4,17,882,Text,74,Average,Hard,11
290,68,auditory,Gain certification,48,0.85,Slow,9,13,18,214,Video,57,Good,Easy,11
291,13,kinesthetic,Gain certification,48,0.57,Slow,38,6,8,342,Video,0,Excellent,Intermediate,20
292,52,kinesthetic,Gain certification,128,0.23,Fast,31,15,8,67,Video,83,Average,Easy,3
293,66,visual,Master topic,49,0.82,Moderate,35,7,5,143,Quiz,87,Good,Easy,12
294,96,kinesthetic,Master topic,65,0.93,Fast,9,15,2,85,Video,25,Average,Hard,5
295,34,kinesthetic,Gain certification,245,0.44,Fast,25,20,15,359,Text,79,Poor,Hard,10
296,97,visual,Master topic,204,0.56,Moderate,30,14,9,462,Quiz,35,Poor,Intermediate,11
297,85,visual,Master topic,149,0.75,Slow,1,17,18,646,Text,60,Average,Easy,9
298,41,visual,Gain certification,258,0.63,Moderate,43,5,13,271,Quiz,73,Good,Intermediate,4
299,75,kinesthetic,Gain certification,297,0.93,Slow,1,6,18,124,Video,62,Good,Intermediate,5
300,98,visual,Complete course,41,0.43,Moderate,43,19,16,824,Video,80,Good,Intermediate,5
301,64,kinesthetic,Gain certification,31,0.21,Moderate,24,17,8,780,Quiz,82,Average,Hard,4
302,21,kinesthetic,Master topic,116,0.2,Moderate,41,5,4,795,Text,71,Poor,Hard,6
303,0,auditory,Gain certification,86,0.62,Moderate,40,4,17,273,Text,66,Good,Hard,9
304,35,visual,Master topic,113,0.82,Slow,46,8,15,924,Text,35,Average,Intermediate,18
305,23,visual,Gain certification,33,0.65,Fast,7,20,16,943,Text,11,Good,Easy,2
306,98,visual,Master topic,225,0.6,Moderate,7,5,6,922,Video,93,Excellent,Hard,10
307,10,kinesthetic,Complete course,169,0.82,Fast,41,4,19,992,Quiz,97,Excellent,Easy,14
308,72,kinesthetic,Gain certification,110,0.79,Moderate,8,12,6,926,Video,72,Average,Easy,10
309,9,auditory,Gain certification,190,0.39,Moderate,1,6,14,95,Text,83,Poor,Intermediate,18
310,0,visual,Gain certification,42,0.55,Fast,14,2,7,755,Video,75,Average,Hard,19
311,62,auditory,Master topic,143,0.35,Moderate,45,5,8,514,Video,13,Poor,Intermediate,8
312,57,auditory,Gain certification,157,0.9,Fast,24,19,8,622,Quiz,1,Poor,Hard,19
313,43,kinesthetic,Complete course,207,0.44,Moderate,9,2,17,16,Text,26,Good,Easy,7
314,80,auditory,Master topic,199,0.61,Slow,47,17,11,409,Quiz,32,Good,Intermediate,18
315,86,kinesthetic,Complete course,133,0.99,Fast,35,20,6,605,Quiz,28,Poor,Easy,7
316,74,visual,Gain certification,70,0.23,Fast,15,17,3,427,Text,97,Average,Intermediate,11
317,66,auditory,Gain certification,143,0.57,Fast,45,19,13,730,Video,21,Poor,Intermediate,20
318,2,auditory,Complete course,148,0.51,Slow,22,6,4,767,Quiz,3,Excellent,Easy,5
319,83,auditory,Master topic,55,0.32,Fast,6,14,19,4,Text,0,Good,Intermediate,3
320,56,visual,Complete course,238,0.51,Moderate,9,18,15,994,Text,62,Average,Hard,16
321,10,visual,Complete course,158,0.88,Slow,4,19,12,748,Text,9,Average,Easy,9
322,90,auditory,Gain certification,89,0.22,Slow,34,16,3,433,Video,29,Poor,Easy,5
323,76,kinesthetic,Master topic,258,0.52,Fast,30,20,10,330,Quiz,92,Average,Intermediate,9
324,45,kinesthetic,Master topic,165,0.49,Moderate,35,7,15,264,Text,67,Excellent,Easy,6
325,64,visual,Gain certification,90,0.42,Moderate,31,16,2,395,Video,20,Good,Easy,5
326,11,auditory,Master topic,297,0.79,Slow,1,5,15,199,Quiz,64,Average,Easy,20
327,68,kinesthetic,Gain certification,72,0.26,Slow,38,20,7,813,Video,7,Average,Hard,1
328,93,auditory,Complete course,119,0.87,Slow,14,15,11,55,Quiz,13,Good,Easy,20
329,57,visual,Master topic,127,0.55,Slow,24,5,16,7,Quiz,17,Average,Hard,1
330,5,visual,Gain certification,199,0.94,Fast,2,12,14,925,Quiz,84,Excellent,Intermediate,4
331,98,visual,Complete course,181,0.91,Slow,16,7,2,856,Text,46,Good,Hard,20
332,34,kinesthetic,Master topic,105,0.32,Moderate,47,13,5,273,Text,97,Excellent,Hard,11
333,11,auditory,Gain certification,99,0.43,Fast,29,8,8,178,Text,75,Poor,Intermediate,15
334,48,kinesthetic,Master topic,219,0.67,Fast,44,9,7,602,Quiz,81,Good,Hard,18
335,40,auditory,Master topic,186,0.53,Fast,43,18,5,255,Text,23,Excellent,Hard,9
336,57,visual,Gain certification,64,0.61,Moderate,24,16,2,725,Text,79,Poor,Hard,9
337,95,kinesthetic,Complete course,202,0.92,Moderate,8,10,19,723,Quiz,5,Good,Easy,15
338,90,auditory,Gain certification,30,0.25,Fast,25,18,3,834,Text,73,Average,Easy,13
339,49,auditory,Complete course,126,0.75,Fast,43,5,13,201,Quiz,20,Excellent,Intermediate,16
340,33,kinesthetic,Gain certification,179,0.66,Slow,46,17,18,871,Video,81,Average,Easy,18
341,12,visual,Gain certification,59,0.71,Fast,30,2,7,659,Quiz,80,Average,Hard,6
342,94,kinesthetic,Master topic,109,0.86,Moderate,27,17,6,697,Quiz,95,Average,Easy,9
343,29,kinesthetic,Complete course,159,0.9,Moderate,11,11,17,567,Text,80,Poor,Hard,12
344,74,visual,Master topic,201,0.89,Slow,49,6,3,971,Quiz,19,Excellent,Intermediate,16
345,83,kinesthetic,Gain certification,153,0.94,Slow,8,6,1,197,Quiz,38,Poor,Easy,6
346,39,auditory,Complete course,162,0.85,Fast,23,19,3,879,Text,3,Excellent,Hard,5
347,73,kinesthetic,Complete course,233,0.37,Fast,30,9,1,704,Video,96,Average,Easy,19
348,54,auditory,Master topic,140,0.43,Slow,13,7,19,793,Quiz,58,Poor,Easy,15
349,70,kinesthetic,Complete course,206,0.83,Fast,29,13,1,615,Video,3,Poor,Intermediate,16
350,84,visual,Complete course,232,0.75,Fast,37,3,16,469,Video,44,Good,Easy,3
351,14,kinesthetic,Master topic,131,0.42,Slow,6,18,16,556,Text,25,Good,Intermediate,7
352,51,visual,Complete course,287,0.99,Slow,31,12,18,782,Quiz,79,Excellent,Hard,2
353,36,visual,Complete course,168,0.46,Moderate,3,14,17,4,Quiz,83,Average,Hard,3
354,3,visual,Complete course,116,0.78,Slow,11,5,2,34,Text,86,Average,Hard,14
355,87,kinesthetic,Gain certification,219,0.41,Slow,32,17,7,950,Text,10,Poor,Easy,2
356,18,kinesthetic,Complete course,154,0.91,Moderate,4,18,17,604,Video,21,Average,Intermediate,15
357,20,auditory,Complete course,141,0.7,Fast,23,6,14,11,Quiz,57,Poor,Hard,7
358,8,kinesthetic,Gain certification,35,0.22,Slow,42,13,16,505,Quiz,3,Average,Intermediate,9
359,53,kinesthetic,Gain certification,136,0.48,Slow,33,14,6,809,Quiz,57,Poor,Easy,4
360,66,kinesthetic,Master topic,158,0.87,Slow,12,11,5,260,Quiz,31,Good,Intermediate,5
361,71,kinesthetic,Master topic,263,0.5,Moderate,14,4,4,125,Text,52,Good,Intermediate,1
362,15,visual,Gain certification,101,0.53,Fast,12,8,3,230,Text,32,Excellent,Easy,16
363,61,kinesthetic,Gain certification,295,0.49,Slow,28,2,6,175,Quiz,9,Poor,Easy,3
364,43,visual,Gain certification,186,0.63,Slow,45,2,17,831,Quiz,29,Average,Intermediate,20
365,88,kinesthetic,Gain certification,190,0.78,Slow,9,18,3,904,Text,31,Good,Hard,14
366,59,auditory,Master topic,227,0.82,Moderate,11,3,9,714,Video,70,Good,Easy,16
367,8,auditory,Master topic,118,0.42,Fast,14,6,10,960,Video,12,Excellent,Intermediate,17
368,55,auditory,Master topic,133,0.51,Slow,27,5,4,987,Video,14,Good,Hard,1
369,48,visual,Complete course,124,0.6,Fast,28,9,1,803,Quiz,65,Good,Intermediate,11
370,24,kinesthetic,Master topic,39,0.39,Slow,45,18,2,351,Text,67,Good,Intermediate,18
371,24,auditory,Gain certification,59,0.69,Fast,10,18,2,553,Video,37,Good,Intermediate,10
372,37,visual,Gain certification,80,0.22,Slow,23,8,2,604,Video,68,Excellent,Easy,17
373,72,visual,Gain certification,36,0.42,Moderate,16,4,1,177,Text,17,Excellent,Hard,9
374,86,auditory,Master topic,65,0.46,Slow,33,4,11,653,Text,26,Good,Intermediate,5
375,72,visual,Complete course,112,0.8,Moderate,26,9,12,298,Text,3,Poor,Hard,8
376,6,visual,Complete course,111,0.5,Moderate,18,19,12,753,Text,83,Good,Intermediate,9
377,81,auditory,Complete course,190,0.71,Slow,14,1,3,548,Video,78,Poor,Easy,1
378,35,auditory,Gain certification,213,0.56,Moderate,21,14,14,60,Quiz,60,Excellent,Intermediate,18
379,8,visual,Master topic,120,0.99,Slow,43,11,4,557,Video,80,Average,Intermediate,19
380,18,kinesthetic,Complete course,75,0.97,Slow,36,17,16,205,Quiz,36,Average,Easy,8
381,48,kinesthetic,Complete course,116,0.52,Moderate,33,19,12,682,Text,95,Average,Easy,4
382,89,auditory,Complete course,84,0.69,Slow,3,6,14,403,Quiz,12,Average,Easy,12
383,62,visual,Gain certification,45,0.53,Fast,24,11,18,796,Video,20,Poor,Easy,15
384,34,auditory,Master topic,248,1.0,Slow,7,20,16,916,Video,35,Average,Intermediate,13
385,78,auditory,Complete course,269,0.84,Moderate,41,20,7,936,Quiz,40,Excellent,Easy,3
386,96,kinesthetic,Gain certification,243,0.81,Slow,42,19,9,61,Quiz,25,Excellent,Hard,14
387,10,auditory,Gain certification,90,0.72,Slow,47,14,12,888,Quiz,20,Poor,Intermediate,15
388,50,auditory,Complete course,91,0.93,Moderate,21,4,3,335,Video,3,Good,Intermediate,17
389,83,auditory,Master topic,271,0.51,Fast,38,2,10,678,Quiz,15,Excellent,Hard,1
390,81,visual,Master topic,272,0.25,Moderate,7,18,17,554,Quiz,38,Excellent,Easy,18
391,15,auditory,Complete course,54,0.7,Fast,28,5,10,567,Quiz,61,Average,Hard,14
392,60,visual,Gain certification,179,0.41,Fast,25,14,10,848,Quiz,89,Poor,Hard,13
393,26,auditory,Master topic,297,0.55,Fast,37,3,3,430,Quiz,61,Poor,Intermediate,12
394,41,auditory,Master topic,69,0.29,Fast,28,10,5,632,Quiz,77,Excellent,Intermediate,3
395,9,visual,Complete course,92,0.42,Moderate,13,10,8,781,Quiz,50,Poor,Hard,19
396,45,auditory,Master topic,50,0.27,Moderate,7,8,19,815,Video,29,Poor,Hard,16
397,49,visual,Master topic,74,0.3,Fast,15,3,15,6,Quiz,72,Excellent,Easy,7
398,92,kinesthetic,Complete course,79,0.52,Slow,22,15,10,73,Text,96,Excellent,Intermediate,8
399,36,visual,Complete course,124,0.73,Slow,34,2,1,723,Text,63,Excellent,Easy,17
400,12,visual,Complete course,229,0.86,Slow,25,17,6,646,Video,12,Excellent,Easy,18
401,60,kinesthetic,Complete course,217,0.92,Fast,10,15,18,790,Video,73,Poor,Intermediate,1
402,27,visual,Master topic,209,0.66,Slow,25,6,4,502,Video,30,Poor,Intermediate,8
403,58,visual,Master topic,145,0.67,Slow,1,6,10,251,Video,47,Excellent,Hard,13
404,94,auditory,Gain certification,260,0.45,Fast,27,13,4,397,Text,82,Good,Hard,7
405,21,auditory,Master topic,287,0.96,Fast,6,5,7,984,Video,82,Excellent,Hard,19
406,11,auditory,Complete course,276,0.86,Moderate,40,17,5,67,Text,83,Good,Hard,15
407,98,auditory,Complete course,182,0.46,Fast,47,19,19,202,Quiz,57,Average,Intermediate,12
408,59,visual,Gain certification,56,0.5,Fast,23,20,10,132,Video,58,Average,Intermediate,10
409,18,auditory,Complete course,40,0.4,Moderate,18,10,12,112,Video,91,Poor,Easy,18
410,67,visual,Master topic,196,0.25,Moderate,36,5,8,199,Text,49,Average,Easy,7
411,42,kinesthetic,Master topic,287,0.88,Fast,44,16,9,647,Text,51,Average,Hard,1
412,51,kinesthetic,Complete course,179,0.39,Slow,14,5,18,745,Video,6,Average,Hard,20
413,12,visual,Gain certification,203,0.3,Moderate,25,6,11,382,Text,54,Good,Intermediate,7
414,14,auditory,Master topic,229,0.81,Moderate,6,6,1,651,Quiz,32,Excellent,Hard,13
415,90,kinesthetic,Master topic,235,0.37,Slow,10,16,5,702,Text,65,Excellent,Hard,15
416,52,kinesthetic,Master topic,40,0.81,Slow,11,13,2,104,Video,99,Poor,Easy,9
417,66,visual,Master topic,232,0.47,Fast,38,7,19,398,Video,4,Excellent,Hard,9
418,1,kinesthetic,Gain certification,66,0.76,Moderate,21,4,1,957,Quiz,44,Average,Hard,2
419,12,visual,Master topic,250,0.65,Moderate,23,18,15,93,Video,3,Good,Hard,2
420,78,kinesthetic,Complete course,210,0.9,Slow,44,8,12,263,Text,4,Poor,Hard,5
421,91,kinesthetic,Complete course,194,0.35,Moderate,44,11,16,619,Quiz,44,Excellent,Intermediate,5
422,1,visual,Complete course,96,0.26,Fast,3,20,19,932,Video,61,Average,Intermediate,10
423,34,visual,Complete course,272,0.56,Slow,32,9,10,843,Quiz,40,Excellent,Easy,17
424,35,kinesthetic,Master topic,214,0.83,Fast,4,16,5,127,Video,20,Average,Hard,15
425,61,auditory,Master topic,295,0.82,Slow,47,14,15,133,Video,39,Poor,Intermediate,17
426,40,auditory,Gain certification,147,0.45,Fast,1,11,3,589,Video,62,Poor,Hard,9
427,50,auditory,Complete course,152,0.49,Slow,10,1,3,643,Text,48,Good,Easy,5
428,15,auditory,Gain certification,52,0.44,Moderate,5,5,15,754,Quiz,80,Excellent,Easy,12
429,28,visual,Complete course,147,0.83,Slow,18,18,17,202,Text,51,Good,Easy,17
430,46,visual,Gain certification,65,0.23,Fast,16,19,4,763,Quiz,63,Excellent,Hard,19
431,75,visual,Gain certification,172,0.61,Fast,27,14,14,232,Quiz,87,Excellent,Hard,17
432,21,kinesthetic,Gain certification,226,0.43,Moderate,43,16,5,597,Video,68,Excellent,Intermediate,16
433,55,auditory,Master topic,296,0.74,Slow,4,19,11,480,Text,2,Poor,Hard,4
434,90,auditory,Gain certification,143,0.51,Fast,22,11,14,792,Video,59,Good,Hard,4
435,60,visual,Master topic,102,0.78,Fast,42,1,7,706,Text,26,Excellent,Intermediate,6
436,21,auditory,Gain certification,92,0.96,Moderate,27,2,8,697,Quiz,56,Good,Easy,12
437,76,visual,Master topic,161,0.54,Slow,24,20,12,276,Video,68,Average,Intermediate,8
438,58,visual,Complete course,193,0.85,Moderate,13,13,6,87,Text,26,Good,Hard,18
439,19,auditory,Gain certification,140,0.73,Moderate,15,3,16,615,Video,37,Poor,Hard,1
440,28,visual,Complete course,38,0.37,Fast,16,17,15,154,Quiz,3,Excellent,Hard,19
441,89,auditory,Complete course,171,0.72,Moderate,49,18,6,89,Video,2,Good,Easy,19
442,6,kinesthetic,Gain certification,86,0.95,Fast,3,11,5,550,Text,23,Poor,Easy,1
443,54,visual,Complete course,165,0.5,Fast,39,14,5,624,Video,59,Good,Easy,8
444,52,kinesthetic,Gain certification,247,0.47,Fast,2,8,14,342,Text,49,Excellent,Easy,20
445,14,auditory,Master topic,80,0.89,Slow,10,16,15,894,Text,11,Good,Hard,20
446,69,kinesthetic,Master topic,31,0.86,Fast,44,5,16,761,Text,59,Poor,Hard,5
447,15,kinesthetic,Gain certification,202,0.76,Slow,10,20,16,966,Text,52,Poor,Hard,5
448,43,kinesthetic,Complete course,276,0.26,Slow,26,18,13,868,Video,73,Excellent,Intermediate,19
449,47,kinesthetic,Master topic,107,0.38,Fast,25,5,19,7,Video,88,Excellent,Hard,2
450,54,kinesthetic,Master topic,116,0.25,Slow,27,15,12,451,Video,73,Excellent,Intermediate,2
451,42,auditory,Master topic,225,0.91,Fast,21,8,12,709,Video,43,Poor,Intermediate,6
452,38,visual,Gain certification,266,0.26,Fast,47,4,18,509,Text,78,Excellent,Intermediate,7
453,70,kinesthetic,Gain certification,221,0.91,Fast,1,13,17,29,Video,57,Excellent,Easy,11
454,19,auditory,Complete course,66,0.96,Moderate,5,17,17,496,Video,0,Good,Hard,16
455,1,auditory,Master topic,151,0.52,Fast,8,1,17,139,Quiz,64,Excellent,Hard,18
456,18,visual,Gain certification,124,0.52,Fast,25,19,2,179,Video,69,Good,Hard,16
457,28,auditory,Complete course,184,0.57,Moderate,21,1,7,336,Quiz,20,Excellent,Hard,6
458,76,kinesthetic,Master topic,95,0.27,Slow,40,17,13,789,Quiz,23,Poor,Intermediate,20
459,38,kinesthetic,Complete course,291,0.53,Fast,29,6,9,258,Video,8,Good,Intermediate,3
460,42,auditory,Complete course,184,0.98,Slow,4,2,1,409,Video,43,Average,Intermediate,20
461,68,kinesthetic,Complete course,42,0.26,Moderate,8,5,8,51,Quiz,28,Excellent,Easy,18
462,94,kinesthetic,Complete course,85,0.32,Fast,43,6,6,526,Video,75,Poor,Easy,8
463,9,kinesthetic,Master topic,240,0.64,Moderate,17,5,11,123,Text,15,Poor,Intermediate,16
464,3,auditory,Complete course,276,0.21,Fast,49,18,5,214,Video,88,Excellent,Intermediate,3
465,1,auditory,Complete course,181,0.89,Moderate,37,15,16,793,Quiz,26,Poor,Easy,19
466,27,visual,Master topic,154,0.5,Fast,33,16,15,112,Video,77,Good,Easy,14
467,25,visual,Complete course,180,0.63,Moderate,34,3,1,108,Video,60,Poor,Intermediate,16
468,20,auditory,Gain certification,221,0.87,Fast,25,18,5,477,Video,32,Poor,Easy,13
469,89,auditory,Master topic,291,0.46,Moderate,36,2,15,673,Text,34,Good,Intermediate,15
470,56,kinesthetic,Gain certification,136,1.0,Slow,28,5,4,929,Text,19,Good,Easy,2
471,12,kinesthetic,Master topic,39,0.68,Slow,45,8,16,311,Text,46,Good,Hard,15
472,23,kinesthetic,Gain certification,209,0.51,Slow,46,3,7,30,Video,35,Average,Intermediate,14
473,31,visual,Complete course,236,0.8,Moderate,17,12,4,379,Quiz,54,Good,Easy,12
474,90,kinesthetic,Master topic,158,0.93,Slow,27,6,5,596,Text,5,Excellent,Intermediate,17
475,38,auditory,Complete course,50,0.72,Fast,19,20,16,135,Video,75,Average,Easy,20
476,31,kinesthetic,Gain certification,126,0.88,Moderate,12,2,3,784,Text,64,Good,Easy,19
477,23,kinesthetic,Complete course,149,0.25,Moderate,39,10,9,611,Text,59,Poor,Easy,18
478,50,visual,Gain certification,172,0.25,Slow,4,9,18,325,Text,81,Good,Easy,4
479,96,kinesthetic,Gain certification,80,0.43,Moderate,20,16,4,610,Text,26,Excellent,Easy,18
480,12,visual,Master topic,122,0.77,Slow,12,1,9,78,Quiz,98,Good,Hard,18
481,17,kinesthetic,Gain certification,296,0.94,Slow,26,8,9,425,Quiz,92,Average,Easy,20
482,35,kinesthetic,Complete course,103,0.93,Fast,27,2,17,79,Text,8,Good,Easy,16
483,79,visual,Master topic,271,0.88,Moderate,21,16,10,389,Video,44,Poor,Hard,13
484,2,auditory,Complete course,55,0.25,Fast,47,16,13,173,Quiz,73,Excellent,Hard,18
485,18,auditory,Master topic,78,0.6,Moderate,12,15,17,26,Video,39,Poor,Hard,2
486,55,kinesthetic,Gain certification,184,0.27,Moderate,27,3,18,281,Text,31,Average,Easy,8
487,6,kinesthetic,Complete course,165,0.22,Moderate,2,3,13,371,Video,5,Average,Intermediate,1
488,12,visual,Master topic,70,0.34,Fast,45,3,15,502,Quiz,84,Average,Hard,20
489,97,auditory,Gain certification,143,0.78,Moderate,41,15,17,447,Text,85,Good,Intermediate,15
490,2,visual,Master topic,151,0.39,Fast,9,5,4,33,Video,24,Average,Hard,17
491,3,kinesthetic,Complete course,218,0.97,Fast,29,12,11,468,Video,40,Poor,Hard,12
492,73,visual,Complete course,98,0.98,Moderate,2,17,15,340,Quiz,14,Good,Hard,7
493,14,auditory,Master topic,263,0.61,Fast,15,18,2,720,Quiz,0,Poor,Hard,2
494,88,kinesthetic,Gain certification,83,0.33,Moderate,35,3,11,34,Quiz,51,Excellent,Intermediate,8
495,39,auditory,Complete course,39,0.37,Slow,11,2,3,916,Quiz,44,Good,Easy,10
496,13,auditory,Master topic,115,0.51,Slow,48,7,5,563,Quiz,2,Average,Hard,20
497,12,kinesthetic,Complete course,146,0.35,Moderate,9,13,19,950,Text,41,Good,Hard,8
498,83,kinesthetic,Gain certification,286,0.72,Moderate,37,12,19,506,Quiz,7,Average,Intermediate,3
499,6,auditory,Master topic,295,0.57,Moderate,5,4,12,920,Video,75,Excellent,Easy,11
500,49,auditory,Gain certification,108,0.95,Slow,34,7,17,712,Text,82,Good,Intermediate,19
501,55,kinesthetic,Gain certification,72,0.31,Moderate,17,4,19,616,Video,90,Poor,Easy,14
502,62,visual,Gain certification,272,0.33,Fast,46,4,18,171,Text,99,Average,Easy,7
503,97,kinesthetic,Gain certification,258,0.35,Fast,47,3,3,687,Quiz,46,Good,Easy,20
504,82,auditory,Gain certification,52,0.91,Moderate,3,9,18,614,Video,43,Average,Easy,12
505,85,visual,Complete course,210,0.39,Fast,13,3,14,737,Video,51,Average,Intermediate,8
506,10,auditory,Master topic,268,0.25,Slow,28,13,19,601,Quiz,91,Poor,Hard,10
507,61,kinesthetic,Master topic,56,0.95,Slow,31,11,5,995,Video,86,Poor,Intermediate,18
508,46,visual,Complete course,208,0.35,Fast,48,19,19,833,Quiz,40,Excellent,Easy,12
509,79,visual,Gain certification,38,0.84,Moderate,37,18,5,132,Video,81,Excellent,Easy,17
510,2,visual,Gain certification,217,0.46,Moderate,30,4,6,821,Quiz,33,Average,Easy,2
511,46,kinesthetic,Complete course,288,0.29,Moderate,17,1,14,266,Video,67,Poor,Intermediate,1
512,3,auditory,Gain certification,209,0.71,Fast,4,2,9,714,Quiz,97,Average,Easy,11
513,61,kinesthetic,Complete course,67,0.65,Fast,27,4,9,533,Quiz,85,Average,Easy,18
514,29,visual,Master topic,132,0.48,Fast,18,20,19,909,Text,84,Poor,Intermediate,13
515,62,visual,Master topic,248,0.27,Fast,4,20,7,402,Quiz,90,Excellent,Hard,12
516,0,kinesthetic,Gain certification,214,0.88,Fast,7,13,9,343,Video,35,Average,Hard,11
517,57,auditory,Complete course,216,0.89,Slow,42,13,11,578,Text,81,Average,Easy,1
518,83,auditory,Master topic,109,0.63,Slow,20,8,8,204,Quiz,84,Good,Intermediate,17
519,40,auditory,Master topic,105,0.54,Moderate,22,5,7,880,Quiz,99,Excellent,Intermediate,2
520,79,visual,Gain certification,196,0.92,Fast,13,16,13,619,Video,53,Average,Hard,3
521,46,auditory,Master topic,125,0.3,Fast,34,13,10,896,Video,42,Good,Easy,19
522,31,auditory,Master topic,188,0.99,Moderate,44,2,8,45,Text,87,Average,Intermediate,19
523,16,visual,Master topic,121,0.42,Moderate,47,12,6,841,Text,16,Poor,Easy,13
524,87,visual,Gain certification,213,0.43,Moderate,42,2,16,867,Quiz,97,Good,Hard,15
525,94,visual,Master topic,81,0.53,Fast,9,20,3,773,Text,50,Excellent,Hard,5
526,30,kinesthetic,Complete course,108,0.64,Fast,9,6,1,510,Video,97,Poor,Hard,18
527,8,visual,Complete course,116,0.34,Fast,25,11,15,601,Video,68,Excellent,Hard,2
528,14,visual,Gain certification,158,0.21,Slow,12,11,5,418,Video,68,Good,Easy,16
529,87,kinesthetic,Gain certification,138,0.51,Moderate,18,4,2,348,Text,1,Excellent,Easy,4
530,83,visual,Complete course,94,0.89,Fast,37,16,12,501,Video,71,Average,Easy,9
531,24,auditory,Complete course,287,0.45,Slow,7,14,18,243,Video,62,Excellent,Hard,11
532,13,kinesthetic,Complete course,297,0.6,Fast,44,20,13,189,Text,88,Excellent,Intermediate,1
