learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course
489,97,auditory,Gain certification,143,0.78,Moderate,41,15
490,2,visual,Master topic,151,0.39,Fast,9,5
491,3,kinesthetic,Complete course,218,0.97,Fast,29,12
492,73,visual,Complete course,98,0.98,Moderate,2,17
493,14,auditory,Master topic,263,0.61,Fast,15,18
494,88,kinesthetic,Gain certification,83,0.33,Moderate,35,3
495,39,auditory,Complete course,39,0.37,Slow,11,2
496,13,auditory,Master topic,115,0.51,Slow,48,7
497,12,kinesthetic,Complete course,146,0.35,Moderate,9,13
498,83,kinesthetic,Gain certification,286,0.72,Moderate,37,12
499,6,auditory,Master topic,295,0.57,Moderate,5,4
500,49,auditory,Gain certification,108,0.95,Slow,34,7
501,55,kinesthetic,Gain certification,72,0.31,Moderate,17,4
502,62,visual,Gain certification,272,0.33,Fast,46,4
503,97,kinesthetic,Gain certification,258,0.35,Fast,47,3
504,82,auditory,Gain certification,52,0.91,Moderate,3,9
505,85,visual,Complete course,210,0.39,Fast,13,3
506,10,auditory,Master topic,268,0.25,Slow,28,13
507,61,kinesthetic,Master topic,56,0.95,Slow,31,11
508,46,visual,Complete course,208,0.35,Fast,48,19
509,79,visual,Gain certification,38,0.84,Moderate,37,18
510,2,visual,Gain certification,217,0.46,Moderate,30,4
511,46,kinesthetic,Complete course,288,0.29,Moderate,17,1
512,3,auditory,Gain certification,209,0.71,Fast,4,2
513,61,kinesthetic,Complete course,67,0.65,Fast,27,4
514,29,visual,Master topic,132,0.48,Fast,18,20
515,62,visual,Master topic,248,0.27,Fast,4,20
516,0,kinesthetic,Gain certification,214,0.88,Fast,7,13
517,57,auditory,Complete course,216,0.89,Slow,42,13
518,83,auditory,Master topic,109,0.63,Slow,20,8
519,40,auditory,Master topic,105,0.54,Moderate,22,5
520,79,visual,Gain certification,196,0.92,Fast,13,16
521,46,auditory,Master topic,125,0.3,Fast,34,13
522,31,auditory,Master topic,188,0.99,Moderate,44,2
523,16,visual,Master topic,121,0.42,Moderate,47,12
524,87,visual,Gain certification,213,0.43,Moderate,42,2
525,94,visual,Master topic,81,0.53,Fast,9,20
526,30,kinesthetic,Complete course,108,0.64,Fast,9,6
527,8,visual,Complete course,116,0.34,Fast,25,11
528,14,visual,Gain certification,158,0.21,Slow,12,11
529,87,kinesthetic,Gain certification,138,0.51,Moderate,18,4
530,83,visual,Complete course,94,0.89,Fast,37,16
531,24,auditory,Complete course,287,0.45,Slow,7,14
532,13,kinesthetic,Complete course,297,0.6,Fast,44,20
533,12,visual,Complete course,276,0.31,Fast,43,4
534,32,auditory,Complete course,196,0.91,Moderate,47,16
535,3,visual,Complete course,130,0.96,Slow,16,6
536,88,visual,Master topic,72,0.45,Slow,29,19
537,25,kinesthetic,Complete course,237,0.91,Moderate,30,2
538,59,visual,Master topic,40,0.33,Fast,11,14
539,42,auditory,Gain certification,126,0.83,Moderate,42,5
540,60,auditory,Master topic,190,0.83,Moderate,30,10
541,20,visual,Gain certification,130,0.3,Moderate,47,7
542,78,kinesthetic,Gain certification,206,0.26,Slow,41,9
543,34,kinesthetic,Complete course,118,0.32,Fast,46,15
544,98,visual,Master topic,242,0.53,Moderate,2,9
545,90,auditory,Master topic,35,0.49,Fast,47,5
546,57,auditory,Complete course,278,0.75,Fast,5,17
547,62,visual,Complete course,171,0.53,Slow,2,5
548,24,kinesthetic,Complete course,156,0.48,Moderate,1,11
549,75,auditory,Master topic,106,0.94,Slow,9,14
550,40,kinesthetic,Gain certification,273,0.72,Slow,43,7
551,85,auditory,Master topic,228,0.55,Moderate,10,3
552,54,kinesthetic,Gain certification,75,0.76,Moderate,10,15
553,41,kinesthetic,Complete course,80,0.54,Slow,37,14
554,95,visual,Master topic,267,0.82,Moderate,6,15
555,13,auditory,Gain certification,217,0.53,Fast,26,15
556,80,auditory,Complete course,35,0.29,Moderate,11,8
557,74,auditory,Complete course,61,0.61,Slow,22,4
558,64,visual,Complete course,233,0.29,Fast,14,10
559,72,auditory,Gain certification,233,0.54,Slow,31,15
560,18,visual,Complete course,201,0.24,Fast,39,8
561,90,visual,Gain certification,249,0.21,Moderate,24,18
562,78,kinesthetic,Master topic,220,0.2,Moderate,44,3
563,51,visual,Complete course,175,0.79,Moderate,30,12
564,73,visual,Gain certification,260,0.3,Slow,38,8
565,60,kinesthetic,Gain certification,136,0.92,Moderate,32,13
566,95,kinesthetic,Master topic,240,0.79,Slow,39,19
567,22,visual,Complete course,126,0.47,Moderate,21,18
568,11,auditory,Master topic,272,0.22,Moderate,20,16
569,8,kinesthetic,Gain certification,235,0.78,Fast,18,20
570,79,kinesthetic,Gain certification,103,0.75,Slow,39,7
571,63,visual,Gain certification,55,0.35,Slow,21,14
572,58,kinesthetic,Master topic,153,0.95,Moderate,31,5
573,24,auditory,Gain certification,239,0.46,Fast,42,8
574,97,auditory,Complete course,45,0.82,Slow,26,6
575,29,auditory,Complete course,266,0.81,Slow,24,18
576,73,auditory,Complete course,143,0.81,Slow,35,13
577,32,kinesthetic,Complete course,88,0.58,Fast,40,12
578,91,kinesthetic,Gain certification,212,0.68,Moderate,17,19
579,23,kinesthetic,Complete course,154,0.3,Slow,23,6
580,98,kinesthetic,Master topic,298,0.35,Moderate,41,11
581,74,auditory,Master topic,122,0.85,Moderate,49,20
582,94,kinesthetic,Complete course,244,0.89,Moderate,41,17
583,78,visual,Gain certification,193,0.54,Fast,45,19
584,9,kinesthetic,Complete course,123,0.38,Moderate,45,14
585,5,visual,Master topic,102,0.81,Fast,29,18
586,50,kinesthetic,Complete course,131,0.63,Moderate,37,15
587,70,kinesthetic,Gain certification,110,0.47,Moderate,17,11
588,23,kinesthetic,Complete course,136,0.37,Fast,46,12
589,80,kinesthetic,Complete course,129,0.95,Slow,14,13
590,6,auditory,Gain certification,63,0.47,Fast,19,12
591,47,visual,Master topic,234,0.67,Slow,19,3
592,48,visual,Master topic,225,0.85,Fast,6,17
593,23,visual,Gain certification,105,0.75,Moderate,16,3
594,30,auditory,Gain certification,124,0.74,Slow,33,4
595,14,kinesthetic,Complete course,183,0.52,Moderate,4,6
596,51,visual,Complete course,124,0.75,Moderate,5,19
597,81,auditory,Master topic,275,0.54,Fast,29,4
598,31,kinesthetic,Complete course,61,0.44,Moderate,40,5
599,84,kinesthetic,Complete course,60,0.98,Slow,22,1
600,62,kinesthetic,Gain certification,275,0.82,Slow,30,18
601,97,auditory,Master topic,67,0.23,Moderate,3,2
602,23,auditory,Complete course,246,0.49,Moderate,40,19
603,43,auditory,Gain certification,35,0.48,Slow,42,2
604,66,visual,Gain certification,153,0.66,Moderate,22,6
605,20,kinesthetic,Gain certification,56,0.93,Fast,8,11
606,18,auditory,Master topic,233,0.74,Fast,36,2
607,8,auditory,Gain certification,62,0.23,Slow,3,1
608,48,visual,Master topic,172,0.57,Fast,37,19
609,31,visual,Master topic,42,0.37,Slow,49,17
610,48,kinesthetic,Master topic,70,0.97,Fast,13,14
611,22,kinesthetic,Complete course,103,0.98,Fast,8,12
612,72,visual,Gain certification,160,0.94,Slow,9,2
613,59,kinesthetic,Complete course,175,0.63,Fast,4,3
614,21,auditory,Master topic,229,0.77,Moderate,26,6
615,11,kinesthetic,Master topic,279,0.78,Slow,41,14
616,70,visual,Gain certification,51,0.45,Slow,36,17
617,90,visual,Complete course,36,0.27,Slow,15,17
618,56,visual,Complete course,275,0.57,Fast,37,10
619,74,visual,Master topic,264,0.38,Moderate,9,9
620,36,auditory,Master topic,174,0.59,Fast,27,6
621,19,visual,Complete course,265,0.38,Fast,36,14
622,91,auditory,Gain certification,146,0.27,Moderate,33,3
623,5,visual,Complete course,149,0.98,Fast,7,13
624,0,visual,Gain certification,54,0.89,Moderate,17,1
625,15,visual,Master topic,262,0.55,Slow,30,20
626,70,visual,Gain certification,67,0.4,Moderate,21,19
627,88,visual,Master topic,56,0.34,Moderate,8,5
628,99,kinesthetic,Complete course,97,0.68,Slow,1,11
629,97,auditory,Gain certification,153,0.47,Fast,12,17
630,57,kinesthetic,Master topic,190,0.59,Moderate,38,4
631,7,visual,Complete course,227,0.85,Moderate,16,10
632,7,auditory,Master topic,179,0.59,Fast,13,15
633,59,visual,Master topic,207,0.61,Slow,16,8
634,18,visual,Complete course,237,0.91,Moderate,8,10
635,54,kinesthetic,Master topic,219,0.39,Fast,15,15
636,65,auditory,Master topic,202,0.44,Slow,18,12
637,52,auditory,Master topic,109,0.41,Moderate,2,16
638,33,kinesthetic,Master topic,266,0.31,Fast,41,6
639,77,visual,Gain certification,31,0.6,Fast,19,16
640,40,kinesthetic,Gain certification,91,0.68,Slow,38,12
641,18,visual,Complete course,64,0.66,Fast,19,1
642,84,auditory,Gain certification,185,0.67,Moderate,38,13
643,39,auditory,Master topic,192,0.2,Slow,30,19
644,42,visual,Master topic,212,0.98,Fast,38,6
645,43,auditory,Master topic,128,0.62,Fast,44,14
646,9,auditory,Master topic,92,0.86,Slow,45,18
647,54,auditory,Gain certification,295,0.81,Fast,33,16
648,23,visual,Master topic,173,0.84,Fast,32,9
649,77,auditory,Gain certification,280,0.32,Moderate,21,8
650,29,visual,Gain certification,256,0.98,Moderate,8,19
651,79,visual,Complete course,174,0.67,Slow,42,13
652,70,kinesthetic,Master topic,76,0.71,Fast,40,7
653,78,auditory,Gain certification,92,0.47,Fast,32,8
654,30,visual,Complete course,78,0.89,Fast,1,5
655,38,visual,Gain certification,70,0.24,Slow,47,17
656,61,auditory,Complete course,212,0.7,Fast,14,9
657,92,kinesthetic,Gain certification,47,0.58,Slow,10,13
658,76,auditory,Gain certification,194,0.67,Slow,38,16
659,76,auditory,Master topic,112,0.82,Moderate,25,19
660,62,auditory,Complete course,201,0.74,Slow,6,1
661,93,visual,Gain certification,178,0.37,Slow,24,16
662,88,auditory,Master topic,275,0.53,Slow,35,4
663,13,auditory,Master topic,42,0.49,Moderate,18,20
664,87,kinesthetic,Complete course,138,0.75,Moderate,22,20
665,89,visual,Master topic,252,0.49,Moderate,38,20
666,11,kinesthetic,Master topic,147,0.97,Moderate,40,2
667,72,kinesthetic,Master topic,225,0.67,Slow,41,11
668,43,visual,Master topic,270,0.71,Slow,7,14
669,59,auditory,Gain certification,241,0.97,Fast,31,11
670,87,kinesthetic,Master topic,151,0.47,Fast,36,17
671,91,kinesthetic,Master topic,64,0.46,Slow,2,9
672,31,visual,Master topic,185,0.68,Moderate,1,19
673,2,visual,Complete course,176,0.48,Fast,33,12
674,32,kinesthetic,Gain certification,55,0.57,Slow,35,12
675,27,visual,Gain certification,60,0.59,Slow,46,3
676,61,kinesthetic,Master topic,202,0.87,Slow,43,2
677,28,kinesthetic,Master topic,152,0.55,Fast,18,12
678,76,visual,Complete course,78,0.64,Moderate,15,2
679,12,visual,Gain certification,161,0.28,Fast,36,3
680,41,visual,Master topic,164,0.28,Slow,29,12
681,81,visual,Master topic,126,0.94,Moderate,42,18
682,65,visual,Master topic,241,0.21,Fast,27,10
683,76,kinesthetic,Master topic,195,0.43,Moderate,9,10
684,91,auditory,Complete course,177,0.93,Slow,18,11
685,82,visual,Complete course,86,0.77,Fast,43,17
686,71,visual,Gain certification,56,0.67,Slow,5,16
687,22,auditory,Master topic,122,0.5,Moderate,49,14
688,77,visual,Gain certification,298,0.83,Moderate,24,18
689,61,visual,Gain certification,44,0.29,Fast,1,1
690,73,kinesthetic,Gain certification,214,0.27,Moderate,40,14
691,92,kinesthetic,Master topic,155,0.9,Moderate,11,5
692,60,kinesthetic,Complete course,63,0.68,Slow,27,16
693,61,auditory,Gain certification,237,0.27,Fast,23,20
694,34,visual,Complete course,93,0.92,Moderate,2,2
695,84,visual,Master topic,174,0.94,Fast,1,7
696,12,auditory,Complete course,174,0.56,Moderate,35,7
697,53,kinesthetic,Complete course,238,0.58,Moderate,31,15
698,51,visual,Complete course,180,0.23,Moderate,35,3
699,47,visual,Gain certification,180,0.82,Slow,37,6
700,47,auditory,Gain certification,206,0.5,Slow,7,14
701,99,kinesthetic,Gain certification,246,0.45,Slow,39,5
702,81,auditory,Master topic,68,0.51,Slow,5,6
703,43,auditory,Gain certification,92,0.83,Fast,25,18
704,73,kinesthetic,Master topic,148,0.96,Moderate,18,19
705,94,kinesthetic,Gain certification,299,0.59,Moderate,23,3
706,44,auditory,Master topic,59,0.56,Fast,18,18
707,92,kinesthetic,Complete course,84,0.36,Fast,10,4
708,78,auditory,Master topic,43,0.68,Slow,38,13
709,87,auditory,Gain certification,232,0.68,Slow,29,1
710,33,auditory,Complete course,142,0.35,Fast,36,6
711,8,kinesthetic,Master topic,273,0.78,Moderate,43,4
712,76,kinesthetic,Master topic,205,0.69,Slow,6,1
713,67,auditory,Gain certification,157,0.51,Slow,38,4
714,85,kinesthetic,Complete course,70,0.77,Fast,42,1
715,79,auditory,Master topic,34,0.88,Moderate,32,19
716,62,kinesthetic,Complete course,38,0.63,Moderate,16,6
717,28,auditory,Gain certification,94,0.88,Fast,39,2
718,22,kinesthetic,Complete course,225,0.7,Fast,11,19
719,54,visual,Master topic,80,0.41,Slow,17,7
720,38,auditory,Gain certification,183,0.59,Slow,44,15
721,57,kinesthetic,Complete course,293,0.84,Fast,15,12
722,61,kinesthetic,Gain certification,271,0.72,Moderate,15,10
723,87,auditory,Master topic,119,0.6,Fast,14,8
724,39,kinesthetic,Complete course,135,0.72,Moderate,19,3
725,49,auditory,Master topic,196,0.73,Fast,2,18
726,78,kinesthetic,Complete course,275,0.76,Fast,18,2
727,1,visual,Complete course,217,0.38,Slow,35,13
728,86,visual,Master topic,41,0.32,Slow,39,4
729,28,auditory,Complete course,104,0.7,Slow,12,9
730,44,kinesthetic,Gain certification,182,0.35,Moderate,41,1
731,71,auditory,Gain certification,108,0.89,Slow,30,11
732,45,kinesthetic,Master topic,73,0.61,Fast,20,2
733,48,auditory,Master topic,102,0.2,Slow,47,3
734,21,auditory,Complete course,145,0.86,Slow,2,15
735,15,kinesthetic,Complete course,63,0.23,Fast,35,11
736,68,kinesthetic,Complete course,148,0.72,Fast,38,13
737,74,auditory,Master topic,66,0.84,Fast,20,17
738,37,visual,Master topic,243,0.47,Fast,29,3
739,22,visual,Complete course,172,0.72,Moderate,19,3
740,82,auditory,Master topic,142,0.97,Fast,3,14
741,54,visual,Complete course,151,0.26,Fast,41,20
742,82,auditory,Complete course,283,0.57,Fast,29,13
743,59,visual,Gain certification,75,0.23,Fast,47,3
744,81,auditory,Complete course,298,0.48,Fast,30,10
745,34,kinesthetic,Master topic,244,0.85,Fast,18,18
746,51,visual,Master topic,194,0.73,Slow,33,7
747,81,auditory,Complete course,299,0.28,Moderate,12,13
748,79,auditory,Gain certification,133,0.22,Moderate,21,16
749,93,kinesthetic,Gain certification,75,0.79,Moderate,39,1
750,13,kinesthetic,Gain certification,229,0.54,Slow,24,9
751,11,auditory,Complete course,209,0.36,Moderate,7,1
752,1,kinesthetic,Gain certification,178,0.9,Fast,24,1
753,21,auditory,Gain certification,127,0.33,Fast,40,5
754,40,visual,Gain certification,194,0.84,Fast,18,8
755,25,kinesthetic,Master topic,147,0.53,Slow,31,7
756,61,auditory,Complete course,284,0.27,Slow,17,6
757,80,visual,Master topic,150,0.63,Moderate,46,18
758,51,auditory,Complete course,278,0.55,Slow,15,14
759,45,kinesthetic,Gain certification,257,0.52,Slow,27,17
760,98,kinesthetic,Complete course,227,0.72,Slow,17,15
761,36,kinesthetic,Gain certification,249,0.89,Slow,35,9
762,79,kinesthetic,Master topic,185,0.47,Fast,4,17
763,3,visual,Gain certification,85,0.69,Slow,34,12
764,55,auditory,Master topic,139,0.89,Slow,15,4
765,74,kinesthetic,Master topic,54,0.51,Fast,36,13
766,47,kinesthetic,Gain certification,45,0.48,Moderate,27,19
767,46,kinesthetic,Master topic,216,0.62,Fast,31,2
768,47,kinesthetic,Gain certification,141,0.58,Slow,40,16
769,74,kinesthetic,Gain certification,172,0.36,Moderate,22,15
770,95,kinesthetic,Complete course,76,0.22,Fast,48,8
771,98,auditory,Gain certification,146,0.52,Fast,16,1
772,36,auditory,Gain certification,166,0.53,Slow,14,1
773,37,kinesthetic,Master topic,30,0.84,Moderate,6,19
774,6,kinesthetic,Master topic,71,0.82,Fast,9,1
775,8,visual,Master topic,199,0.65,Fast,3,15
776,63,auditory,Complete course,100,0.83,Fast,36,4
777,74,visual,Complete course,108,0.71,Moderate,14,1
778,36,kinesthetic,Complete course,213,0.64,Slow,33,10
779,31,auditory,Master topic,201,0.52,Fast,25,8
780,32,visual,Complete course,259,0.36,Moderate,20,12
781,7,kinesthetic,Gain certification,252,0.98,Moderate,34,7
782,24,kinesthetic,Complete course,151,0.8,Fast,20,17
783,28,kinesthetic,Master topic,236,0.85,Fast,29,14
784,54,kinesthetic,Complete course,277,0.3,Fast,48,3
785,92,auditory,Gain certification,138,0.24,Slow,44,11
786,91,auditory,Complete course,179,0.83,Fast,13,4
787,42,visual,Complete course,197,0.63,Fast,31,16
788,69,auditory,Gain certification,209,0.53,Fast,44,11
789,19,kinesthetic,Gain certification,199,0.28,Fast,47,18
790,95,visual,Gain certification,65,0.6,Slow,7,10
791,26,visual,Complete course,66,0.85,Slow,10,6
792,96,auditory,Master topic,48,0.62,Slow,32,4
793,45,kinesthetic,Master topic,100,0.2,Moderate,7,2
794,3,visual,Master topic,223,0.93,Slow,9,20
795,69,auditory,Complete course,49,0.99,Moderate,44,7
796,92,auditory,Master topic,133,0.99,Slow,5,20
797,23,kinesthetic,Complete course,221,0.35,Slow,34,18
798,99,auditory,Gain certification,286,0.2,Fast,16,15
799,39,kinesthetic,Complete course,79,0.79,Slow,20,15
800,95,kinesthetic,Master topic,297,0.41,Moderate,20,3
801,11,visual,Gain certification,72,0.9,Slow,2,7
802,81,visual,Complete course,185,0.84,Slow,39,10
803,35,kinesthetic,Master topic,230,0.37,Moderate,34,3
804,13,kinesthetic,Master topic,217,0.24,Fast,12,19
805,25,auditory,Master topic,283,0.9,Fast,5,7
806,20,visual,Gain certification,70,0.63,Slow,33,6
807,49,visual,Complete course,178,0.37,Moderate,19,4
808,33,auditory,Master topic,204,0.79,Slow,3,16
809,54,visual,Gain certification,215,0.92,Fast,15,8
810,78,kinesthetic,Complete course,127,0.59,Slow,15,5
811,44,visual,Master topic,41,0.75,Moderate,33,10
812,68,auditory,Master topic,160,0.52,Moderate,9,12
813,61,kinesthetic,Complete course,111,0.84,Slow,35,11
814,8,visual,Master topic,59,0.71,Moderate,20,16
815,17,kinesthetic,Complete course,37,0.3,Fast,37,12
816,77,kinesthetic,Complete course,126,0.72,Fast,29,13
817,43,visual,Gain certification,169,0.77,Slow,47,8
818,8,auditory,Complete course,216,0.98,Moderate,14,18
819,17,auditory,Master topic,267,0.59,Moderate,5,16
820,60,auditory,Complete course,121,0.86,Fast,34,2
821,42,visual,Complete course,225,0.71,Fast,28,17
822,5,visual,Complete course,165,0.51,Slow,40,1
823,74,visual,Complete course,62,0.29,Slow,11,13
824,25,visual,Gain certification,203,0.78,Fast,1,5
825,96,visual,Gain certification,174,0.86,Moderate,21,14
826,99,kinesthetic,Master topic,196,0.41,Fast,49,3
827,5,kinesthetic,Gain certification,221,0.43,Fast,41,20
828,35,auditory,Master topic,100,0.52,Fast,6,6
829,67,visual,Complete course,111,0.81,Moderate,39,3
830,74,auditory,Master topic,274,0.31,Moderate,38,20
831,20,auditory,Gain certification,208,0.56,Slow,14,15
832,85,kinesthetic,Gain certification,184,0.28,Moderate,18,14
833,61,kinesthetic,Gain certification,146,0.38,Moderate,9,15
834,50,auditory,Complete course,55,0.37,Moderate,22,2
835,5,visual,Gain certification,31,0.47,Slow,11,7
836,90,auditory,Gain certification,79,0.51,Slow,33,9
837,43,visual,Complete course,160,0.91,Fast,47,16
838,73,auditory,Master topic,151,0.43,Fast,15,15
839,64,auditory,Gain certification,115,0.68,Fast,8,12
840,28,kinesthetic,Complete course,183,0.45,Moderate,12,9
841,54,auditory,Complete course,138,0.29,Moderate,30,4
842,73,kinesthetic,Master topic,282,0.46,Fast,20,10
843,72,visual,Gain certification,152,0.32,Moderate,2,3
844,10,visual,Complete course,239,0.58,Slow,46,13
845,0,auditory,Gain certification,240,0.67,Fast,26,15
846,24,visual,Master topic,165,0.38,Fast,29,20
847,3,kinesthetic,Complete course,73,0.6,Fast,15,4
848,11,visual,Complete course,245,0.59,Fast,29,14
849,39,auditory,Master topic,155,0.71,Fast,22,16
850,74,auditory,Master topic,208,0.77,Moderate,49,16
851,52,visual,Master topic,89,0.71,Fast,13,15
852,11,auditory,Master topic,185,0.32,Moderate,16,5
853,28,kinesthetic,Master topic,33,0.48,Moderate,7,16
854,4,kinesthetic,Gain certification,238,0.79,Moderate,42,12
855,56,auditory,Complete course,49,0.84,Slow,40,10
856,67,kinesthetic,Complete course,38,0.21,Slow,43,15
